,POLICY_ID,POLICY_IS_RENEWED,POLICY_IS_RENEWED_PROBABILITY
284,1418,1,0.7390192747116089
285,1419,1,0.7473308444023132
286,1421,1,0.5895794034004211
287,1423,1,0.8403275012969971
288,1424,1,0.6696886420249939
289,1435,0,0.2450753003358841
290,1440,1,0.7295312285423279
291,1445,1,0.6586297750473022
292,1446,1,0.8042944669723511
293,1447,1,0.7436920404434204
294,1450,1,0.7906816601753235
295,1453,0,0.23073461651802063
296,1457,1,0.8183469176292419
297,1459,1,0.7323972582817078
298,1461,1,0.6506053805351257
299,1469,1,0.6697043180465698
300,1479,0,0.2631851136684418
301,1492,0,0.22189417481422424
302,1494,1,0.6262072920799255
303,1495,1,0.7923203706741333
304,1497,0,0.20893028378486633
305,1501,1,0.8348371386528015
306,1503,1,0.7346733808517456
307,1515,1,0.7582380771636963
308,1527,0,0.1413717418909073
309,1528,1,0.7677547335624695
310,1529,1,0.6911436915397644
311,1531,1,0.7309862375259399
312,1537,1,0.7053970694541931
313,1540,0,0.44912752509117126
314,1541,1,0.7649620175361633
315,1543,1,0.6194275617599487
316,1550,1,0.6709426641464233
317,1552,1,0.7907169461250305
318,1556,0,0.35868197679519653
319,1558,0,0.28647178411483765
320,1565,1,0.6389243602752686
321,1581,0,0.3999360501766205
322,1585,0,0.446138471364975
323,1587,0,0.4794631004333496
324,1589,1,0.6499524116516113
325,1599,1,0.7072665691375732
326,1611,1,0.6561199426651001
327,1616,1,0.7022355198860168
328,1621,1,0.5304147005081177
329,1624,1,0.757215142250061
330,1627,1,0.5173310041427612
331,1637,0,0.35814565420150757
332,1641,1,0.5531074404716492
333,1648,1,0.7196435332298279
334,1651,1,0.6778289675712585
335,1653,1,0.756674587726593
336,1666,1,0.6062633991241455
337,1676,1,0.6749331951141357
338,1679,1,0.8219321370124817
339,1687,1,0.735066294670105
340,1693,1,0.8360698223114014
341,1709,1,0.7813299298286438
342,1711,1,0.5465342402458191
343,1729,1,0.8192879557609558
344,1733,1,0.8446165919303894
345,1737,1,0.7968757748603821
346,1741,1,0.7995594143867493
347,1743,0,0.42236328125
348,1749,1,0.6820141077041626
349,1759,1,0.7398810386657715
350,1762,0,0.39013436436653137
351,1764,1,0.7099419832229614
352,1767,1,0.7938976883888245
353,1768,1,0.5692535638809204
354,1778,1,0.6017797589302063
355,1780,0,0.04245468229055405
356,1782,0,0.4631444811820984
357,1783,1,0.7780395746231079
358,1784,0,0.4999891519546509
359,1785,1,0.6285491585731506
360,1786,1,0.7288287878036499
361,1791,0,0.15880392491817474
362,1794,1,0.7221550345420837
363,1800,1,0.765113890171051
364,1810,0,0.43299514055252075
365,1813,0,0.4281255304813385
366,1815,1,0.6881285309791565
367,1829,1,0.785722553730011
368,1832,1,0.7261718511581421
369,1836,1,0.8524706363677979
370,1839,1,0.8060915470123291
371,1844,1,0.7020883560180664
372,1860,1,0.7965285181999207
373,1865,1,0.5749609470367432
374,1875,1,0.7366213202476501
375,1876,0,0.4898047149181366
376,1885,1,0.5811824798583984
377,1893,1,0.68250572681427
378,1896,1,0.5915362238883972
379,1897,1,0.5948914885520935
380,1898,1,0.6833131909370422
381,1900,1,0.7603018283843994
382,1903,1,0.6688685417175293
383,1908,1,0.53721684217453
384,1909,1,0.7102236151695251
385,1912,1,0.7804829478263855
386,1917,1,0.7962028980255127
387,1919,0,0.49263960123062134
388,1922,0,0.2213461846113205
389,1924,1,0.7626871466636658
390,1929,0,0.30126136541366577
391,1936,1,0.8147584795951843
392,1937,1,0.6396792531013489
393,1940,1,0.8008134961128235
394,1943,1,0.551997721195221
395,1984,0,0.33895447850227356
396,1986,1,0.5335104465484619
397,1989,1,0.6312565207481384
398,1991,1,0.6149244904518127
399,1992,1,0.7223436236381531
400,1993,1,0.8217546343803406
401,1999,0,0.22771552205085754
402,2006,1,0.837067723274231
403,2007,1,0.5704790353775024
404,2017,1,0.5028831362724304
405,2051,0,0.39699211716651917
406,2055,1,0.5944555401802063
407,2058,1,0.5339196920394897
408,2061,1,0.7218814492225647
409,2064,1,0.5867180824279785
410,2065,1,0.7698414325714111
411,2071,0,0.428127646446228
412,2075,1,0.5703749656677246
413,2081,1,0.8249915242195129
414,2088,1,0.7363672256469727
415,2092,1,0.6106903553009033
416,2095,1,0.6964319944381714
417,2098,1,0.6231191754341125
418,2102,0,0.17825044691562653
419,2107,0,0.480027437210083
420,2108,0,0.02010406367480755
421,2110,1,0.6493188738822937
422,2112,1,0.5218793153762817
423,2124,1,0.5694092512130737
424,2134,1,0.6765950322151184
425,2135,0,0.42139410972595215
426,2142,1,0.5969159007072449
427,2144,1,0.8040521740913391
428,2149,1,0.7638963460922241
429,2162,1,0.680646538734436
430,2166,1,0.7089523077011108
431,2176,1,0.6190832853317261
432,2183,0,0.3361392915248871
433,2186,1,0.6320744752883911
434,2195,1,0.8073449730873108
435,2196,1,0.7400847673416138
436,2197,1,0.8385472893714905
437,2201,1,0.7849406599998474
438,2204,1,0.5845809578895569
439,2213,1,0.7414098978042603
440,2218,0,0.2764454483985901
441,2224,1,0.7234086990356445
442,2230,0,0.47329431772232056
443,2232,1,0.7989429831504822
444,2233,1,0.7529643774032593
445,2240,1,0.8545728921890259
446,2245,1,0.5601399540901184
447,2251,0,0.42263537645339966
448,2253,0,0.30598607659339905
449,2257,1,0.8046076893806458
450,2259,1,0.7980141043663025
451,2267,0,0.3988611400127411
452,2270,1,0.7845361232757568
453,2273,1,0.8780568242073059
454,2276,0,0.4454859793186188
455,2278,1,0.7416254281997681
456,2280,1,0.6490626931190491
457,2281,1,0.7054312229156494
458,2286,1,0.8195052146911621
459,2288,0,0.44757500290870667
460,2294,1,0.5345245003700256
461,2296,1,0.8111640810966492
462,2298,1,0.5279147624969482
463,2303,1,0.5632045269012451
464,2304,0,0.232148677110672
465,2306,1,0.5217816829681396
466,2312,1,0.8225361108779907
467,2315,1,0.6738708019256592
468,2317,1,0.6635572910308838
469,2323,1,0.5905696153640747
470,2324,1,0.7747463583946228
471,2331,1,0.5404828786849976
472,2335,1,0.7738171219825745
473,2341,1,0.6377843618392944
474,2347,1,0.8476850390434265
475,2348,1,0.5827825665473938
476,2350,0,0.46249207854270935
477,2360,1,0.7227752804756165
478,2361,1,0.5709142088890076
479,2365,0,0.4917813837528229
480,2367,0,0.3766609728336334
481,2371,1,0.8762380480766296
482,2377,1,0.7406541109085083
483,2380,1,0.7959926128387451
484,2381,1,0.5359032154083252
485,2383,1,0.6248875260353088
486,2393,1,0.6659419536590576
487,2398,1,0.7806973457336426
488,2400,1,0.7813493013381958
489,2403,1,0.7872618436813354
490,2413,1,0.7745053172111511
491,2414,1,0.7246970534324646
492,2428,1,0.6255835890769958
493,2431,1,0.6335108280181885
494,2442,1,0.5903787016868591
495,2453,1,0.6601901054382324
496,2461,0,0.4538436532020569
497,2468,1,0.7782219648361206
498,2471,1,0.8602049946784973
499,2476,1,0.5746437311172485
500,2477,1,0.6162335276603699
501,2480,1,0.7480611205101013
502,2486,1,0.5444872975349426
503,2487,1,0.7014661431312561
504,2497,0,0.4866451919078827
505,2502,1,0.8667572140693665
506,2514,1,0.5017600655555725
507,2526,1,0.6760318875312805
508,2532,1,0.6822500228881836
509,2536,1,0.82142174243927
510,2538,1,0.6025922298431396
511,2541,1,0.5534733533859253
512,2546,1,0.742399275302887
513,2549,1,0.8701488375663757
514,2553,1,0.7721863389015198
515,2554,1,0.667018711566925
516,2555,0,0.42094188928604126
517,2556,0,0.329635351896286
518,2557,1,0.5172634124755859
519,2558,1,0.6481005549430847
520,2559,1,0.7265051007270813
521,2560,1,0.8246393799781799
522,2564,0,0.08948078006505966
523,2569,0,0.24011248350143433
524,2576,1,0.776557445526123
525,2578,1,0.6983298659324646
526,2584,0,0.47253182530403137
527,2585,1,0.7644686102867126
528,2589,1,0.8467146754264832
529,2593,0,0.4936419129371643
530,2596,1,0.7931097745895386
531,2610,1,0.7823268175125122
532,2611,1,0.6832364201545715
533,2619,1,0.6512452960014343
534,2621,1,0.70805823802948
535,2630,1,0.5845160484313965
536,2637,1,0.5102899670600891
537,2639,1,0.8418760895729065
538,2656,0,0.41647017002105713
539,2657,0,0.24012784659862518
540,2668,1,0.8005345463752747
541,2677,1,0.7836949229240417
542,2692,1,0.798436164855957
543,2709,1,0.7458600997924805
544,2714,1,0.595259428024292
545,2716,1,0.5852478742599487
546,2720,1,0.6504533290863037
547,2724,1,0.7784746885299683
548,2725,1,0.6402315497398376
549,2727,1,0.6946016550064087
550,2731,1,0.6546048521995544
551,2739,1,0.7992740273475647
552,2741,1,0.6399388909339905
553,2743,1,0.7362490296363831
554,2753,0,0.34026482701301575
555,2758,1,0.7165123224258423
556,2767,1,0.6623399257659912
557,2768,0,0.4139459431171417
558,2769,1,0.7247588038444519
559,2776,1,0.5978994369506836
560,2785,1,0.5234509110450745
561,2794,1,0.733309268951416
562,2799,1,0.7696744799613953
563,2803,1,0.7838706970214844
564,2806,1,0.6859554648399353
565,2813,1,0.8116444945335388
566,2815,1,0.5027792453765869
567,2818,1,0.7198243141174316
568,2827,1,0.8456541299819946
569,2834,0,0.1631317138671875
570,2846,1,0.5008643865585327
571,2851,1,0.7524714469909668
572,2854,1,0.8201956152915955
573,2860,1,0.8523555397987366
574,2861,1,0.800380527973175
575,2862,1,0.8667184114456177
576,2870,1,0.8236477971076965
577,2873,1,0.7559331655502319
578,2874,0,0.28836768865585327
579,2875,1,0.6355511546134949
580,2876,1,0.6610652804374695
581,2879,1,0.7526580691337585
582,2891,1,0.7946007251739502
583,2905,0,0.33227697014808655
584,2913,1,0.7627521753311157
585,2917,1,0.5497670769691467
586,2919,1,0.8459903597831726
587,2921,1,0.6680057644844055
588,2925,1,0.6989163756370544
589,2930,1,0.7303739190101624
590,2933,1,0.7735037803649902
591,2938,0,0.4420080780982971
592,2940,1,0.6373353600502014
593,2947,0,0.36119893193244934
594,2956,1,0.7483629584312439
595,2957,1,0.7729973196983337
596,2958,0,0.3189574182033539
597,2959,1,0.832455039024353
598,2966,0,0.3586800992488861
599,2968,1,0.808387279510498
600,2974,1,0.7822114825248718
601,2977,1,0.5270442366600037
602,2978,1,0.811301589012146
603,2979,0,0.4171461760997772
604,2981,0,0.3421151638031006
605,2982,0,0.42397111654281616
606,2989,1,0.8507660031318665
607,2990,1,0.7400062084197998
608,2993,1,0.5157854557037354
609,2996,1,0.7072415947914124
610,3000,1,0.7441987991333008
611,3001,1,0.7612892389297485
612,3008,0,0.09837519377470016
613,3010,1,0.8697465658187866
614,3011,1,0.6357118487358093
615,3019,1,0.7207363247871399
616,3020,1,0.7989979982376099
617,3036,1,0.6173533201217651
618,3055,1,0.7517011761665344
619,3059,1,0.5875963568687439
620,3064,1,0.709696352481842
621,3075,1,0.7618719339370728
622,3083,1,0.5579811930656433
623,3085,1,0.6824899315834045
624,3103,1,0.6247352957725525
625,3110,1,0.7996488809585571
626,3124,1,0.8262433409690857
627,3135,1,0.7318043112754822
628,3146,0,0.49502497911453247
629,3157,1,0.7705670595169067
630,3159,1,0.7759449481964111
631,3172,1,0.7673054337501526
632,3174,1,0.69049072265625
633,3179,1,0.7689576148986816
634,3180,1,0.6249594688415527
635,3203,1,0.7079388499259949
636,3206,0,0.2620146870613098
637,3209,1,0.6242082715034485
638,3215,1,0.7952268719673157
639,3222,1,0.625078022480011
640,3224,1,0.6241190433502197
641,3228,1,0.7247986197471619
642,3237,1,0.7586343288421631
643,3241,1,0.6689586639404297
644,3242,0,0.39669299125671387
645,3243,1,0.5462279915809631
646,3247,1,0.5092366933822632
647,3249,1,0.8456805348396301
648,3250,1,0.7002608180046082
649,3253,1,0.7520052194595337
650,3259,1,0.7252053022384644
651,3261,1,0.5181238651275635
652,3267,1,0.7551054358482361
653,3270,1,0.6498151421546936
654,3280,1,0.6574237942695618
655,3282,1,0.820768415927887
656,3285,0,0.47530269622802734
657,3303,1,0.8698621392250061
658,3305,1,0.8008361458778381
659,3307,1,0.8507301211357117
660,3321,1,0.8410326838493347
661,3327,1,0.8073081970214844
662,3332,1,0.5724636912345886
663,3342,1,0.719846785068512
664,3344,1,0.602963924407959
665,3345,1,0.8357684016227722
666,3354,1,0.8473291993141174
667,3360,1,0.6202280521392822
668,3362,1,0.6299198865890503
669,3368,1,0.6132125854492188
670,3372,0,0.4630565345287323
671,3375,1,0.6128457188606262
672,3378,1,0.783514678478241
673,3384,1,0.5540189743041992
674,3387,1,0.8225650191307068
675,3390,1,0.6637780666351318
676,3391,1,0.752931535243988
677,3395,1,0.8421730399131775
678,3396,1,0.7256273627281189
679,3398,1,0.8288655281066895
680,3401,1,0.5819382667541504
681,3411,1,0.8172308206558228
682,3415,1,0.8338634371757507
683,3425,1,0.513598620891571
684,3435,1,0.616184413433075
685,3438,0,0.24935999512672424
686,3443,1,0.7810258269309998
687,3457,1,0.8012233972549438
688,3460,1,0.571341335773468
689,3469,0,0.22303706407546997
690,3477,1,0.7005356550216675
691,3478,0,0.3909534215927124
692,3483,1,0.6805283427238464
693,3489,1,0.8096135854721069
694,3492,1,0.7980886101722717
695,3493,1,0.7257273197174072
696,3501,1,0.6767303943634033
697,3502,1,0.7856225967407227
698,3513,1,0.6602370142936707
699,3515,1,0.5714364051818848
700,3539,0,0.2564249336719513
701,3542,0,0.28930866718292236
702,3544,1,0.8407092094421387
703,3547,1,0.6029722690582275
704,3550,1,0.7925675511360168
705,3557,0,0.20922695100307465
706,3566,1,0.80792635679245
707,3576,1,0.5398566722869873
708,3582,0,0.45479467511177063
709,3585,1,0.6668257117271423
710,3588,1,0.7288182973861694
711,3597,1,0.6114731431007385
712,3600,0,0.46120232343673706
713,3602,1,0.758449375629425
714,3604,1,0.5911988615989685
715,3607,1,0.618789553642273
716,3612,1,0.8143474459648132
717,3632,1,0.8080088496208191
718,3637,1,0.7154551148414612
719,3638,1,0.7453855872154236
720,3639,0,0.3281075656414032
721,3643,1,0.674761176109314
722,3657,1,0.631687343120575
723,3660,1,0.6056646704673767
724,3661,1,0.8682255148887634
725,3669,1,0.7138504981994629
726,3671,1,0.7543711066246033
727,3672,1,0.6813774108886719
728,3675,1,0.7346524596214294
729,3678,0,0.39303430914878845
730,3681,1,0.7717273831367493
731,3686,0,0.2062557190656662
732,3690,1,0.8010097742080688
733,3692,1,0.6615926027297974
734,3694,1,0.8214325308799744
735,3695,0,0.39979445934295654
736,3707,0,0.4830246567726135
737,3709,1,0.849107563495636
738,3718,0,0.3992103040218353
739,3722,1,0.7809937000274658
740,3723,1,0.7538764476776123
741,3726,0,0.2051907479763031
742,3741,0,0.03680778667330742
743,3755,1,0.7633774280548096
744,3757,1,0.7366743087768555
745,3766,1,0.7581324577331543
746,3774,1,0.805781900882721
747,3780,1,0.69331955909729
748,3785,1,0.7425159215927124
749,3787,0,0.2122654914855957
750,3788,1,0.6299585103988647
751,3791,0,0.47251057624816895
752,3793,1,0.7039291858673096
753,3803,0,0.3528394401073456
754,3810,1,0.5430476069450378
755,3819,1,0.5154252648353577
756,3820,1,0.5572906136512756
757,3821,1,0.7449443936347961
758,3828,1,0.6227821707725525
759,3831,0,0.34044361114501953
760,3832,1,0.5855695009231567
761,3838,1,0.7536247372627258
762,3843,1,0.5104971528053284
763,3847,1,0.7872048020362854
764,3852,1,0.5874565243721008
765,3859,1,0.8136274218559265
766,3861,0,0.07039887458086014
767,3865,1,0.7051093578338623
768,3866,1,0.8388179540634155
769,3870,1,0.7168704867362976
770,3873,1,0.695271372795105
771,3885,1,0.7187052369117737
772,3900,1,0.8149083852767944
773,3908,1,0.5048713088035583
774,3909,0,0.3015090525150299
775,3918,0,0.26733213663101196
776,3919,1,0.7099851369857788
777,3923,0,0.4804992079734802
778,3925,1,0.6764960289001465
779,3929,1,0.6936012506484985
780,3931,1,0.7409054040908813
781,3937,1,0.8209975957870483
782,3946,1,0.7358407974243164
783,3947,1,0.7299467325210571
784,3948,0,0.49957776069641113
785,3952,1,0.5320113301277161
786,3957,1,0.6055305600166321
787,3972,1,0.5387476086616516
788,3986,1,0.660118818283081
789,3999,0,0.2604665756225586
790,4003,1,0.7293303608894348
791,4007,1,0.5299383401870728
792,4009,1,0.5958503484725952
793,4010,1,0.6787619590759277
794,4017,1,0.7767983675003052
795,4021,1,0.6306989192962646
796,4038,1,0.8199190497398376
797,4040,1,0.7439424991607666
798,4042,1,0.66193687915802
799,4044,0,0.24225275218486786
800,4049,0,0.2094656378030777
801,4050,1,0.7278100848197937
802,4053,1,0.8511273264884949
803,4059,1,0.6927242279052734
804,4061,1,0.6974785327911377
805,4063,1,0.7536908388137817
806,4073,1,0.6689661145210266
807,4097,1,0.5734931230545044
808,4099,0,0.33087289333343506
809,4108,0,0.047539159655570984
810,4114,1,0.8007354140281677
811,4116,1,0.8204432725906372
812,4117,1,0.7605155110359192
813,4125,1,0.5908804535865784
814,4129,1,0.763193666934967
815,4132,0,0.4431905448436737
816,4136,1,0.6789131760597229
817,4150,1,0.7945002913475037
818,4152,1,0.8542097806930542
819,4156,1,0.7985535860061646
820,4158,1,0.5932039022445679
821,4173,1,0.5489347577095032
822,4180,0,0.4822474718093872
823,4182,0,0.428644597530365
824,4184,1,0.5662227272987366
825,4188,0,0.31562966108322144
826,4191,1,0.7093895673751831
827,4195,1,0.7444494366645813
828,4196,1,0.6667439341545105
829,4200,1,0.7043779492378235
830,4213,1,0.6416929364204407
831,4218,1,0.6077224612236023
832,4225,1,0.8643620014190674
833,4233,1,0.7722843885421753
834,4242,1,0.6440598964691162
835,4245,1,0.7838943004608154
836,4247,0,0.41585057973861694
837,4248,1,0.7038885951042175
838,4252,1,0.8298877477645874
839,4255,0,0.4361722469329834
840,4267,1,0.7856566905975342
841,4273,1,0.7973979115486145
842,4278,1,0.7445095777511597
843,4280,1,0.7682127952575684
844,4285,1,0.5022503137588501
845,4290,1,0.6695102453231812
846,4311,1,0.7536577582359314
847,4324,1,0.7937918305397034
848,4333,1,0.7710872888565063
849,4337,1,0.7848555445671082
850,4339,1,0.677865207195282
851,4343,1,0.7641516923904419
852,4348,1,0.7685306668281555
853,4349,0,0.4744248688220978
854,4352,1,0.6231732368469238
855,4353,1,0.6367866396903992
856,4360,0,0.4096575379371643
857,4362,1,0.7455595135688782
858,4368,1,0.8153623938560486
859,4369,1,0.6495974063873291
860,4370,0,0.4481809437274933
861,4378,0,0.41478192806243896
862,4384,0,0.29673564434051514
863,4391,1,0.7494035959243774
864,4398,1,0.7008979916572571
865,4401,1,0.60809725522995
866,4409,1,0.5728131532669067
867,4413,1,0.7770223617553711
868,4417,1,0.6639843583106995
869,4418,1,0.8390372395515442
870,4422,1,0.8195706605911255
871,4425,1,0.7132281064987183
872,4430,1,0.8104400634765625
873,4432,1,0.5174170732498169
874,4450,1,0.8167678117752075
875,4456,1,0.6451793313026428
876,4465,1,0.7258238196372986
877,4466,0,0.4590108096599579
878,4475,1,0.6957911252975464
879,4484,1,0.7646109461784363
880,4493,0,0.4995286762714386
881,4497,1,0.5121960639953613
882,4498,1,0.8348821401596069
883,4499,0,0.28065064549446106
884,4502,1,0.7399078607559204
885,4507,1,0.6647996306419373
886,4510,1,0.7957431674003601
